ID,ENG,FIL,polarity
4534,troublesome,mapanggulo,negative
4535,troublesomely,troublesomely,negative
4536,troubling,troubling,negative
4537,troublingly,troublingly,negative
4538,truculent,mabangis,positive
4539,truculently,truculently,positive
4540,1,1,positive
4541,truly,tunay,positive
4542,trump,nilikhang paratang sa kapwa,positive
4543,trumpet,trumpeta,positive
4544,trusting,nagtitiwala,positive
4545,trustingly,mapagtiwala,positive
4546,trustworthiness,trustworthiness,positive
4547,trustworthy,mapagkakatiwalaan,positive
4548,truth,katotohanan,positive
4549,truthful,nagtatapat,positive
4550,truthfully,makatotohanan,positive
4551,truthfulness,katapatan,positive
4552,turmoil,pagkakagulo,negative
4553,twinkly,twinkly,positive
4554,twist,iuwi sa ibang bagay,negative
4555,twisted,baluktot,negative
4556,tyrannical,malupit,negative
4557,tyrannically,tyrannically,negative
4558,tyranny,bagsik,negative
4559,tyrant,punong malupit,negative
4560,ugh,he,negative
4561,ugliness,depormidad,negative
4562,ugly,mainit ang ulo,negative
4563,ulterior,hindi hayag,negative
4564,ultimate,pantapos,positive
4565,ultimately,sa huli,positive
4566,ultimatum,ultimeytum,negative
4567,ultimatums,ultimatums,negative
4568,ultra,sobra,positive
4569,ultra-hardline,ultra-hardline,negative
4570,unabashed,unabashed,positive
4571,unabashedly,unabashedly,positive
4572,unacceptable,hindi maaaring tanggapin,negative
4573,unacceptablely,unacceptablely,negative
4574,unanimous,nagkakaisa,positive
4575,unassailable,mahirap dapitan,positive
4576,unattractive,hindi nakaaakit,negative
4577,unbearable,hindi mabata,negative
4578,unbearablely,unbearablely,negative
4579,unbelievable,mahirap na paniwalaan,negative
4580,unbelievably,unbelievably,negative
4581,unbosom,magtapat,positive
4582,uncivil,walang pakundangan,negative
4583,uncivilized,hindi sibilisado,negative
4584,unclean,hindi malinis,negative
4585,uncommon,hindi pangkaraniwan,positive
4586,uncommonly,uncommonly,positive
4587,uncompromising,matigas,negative
4588,uncompromisingly,uncompromisingly,negative
4589,unconcerned,walang pag-iintindi,positive
4590,unconvincing,hilako,negative
4591,unconvincingly,unconvincingly,negative
4592,uncouth,pangit,negative
4593,undaunted,malakas ang loob,positive
4594,undependability,undependability,negative
4595,undependable,undependable,negative
4596,underdog,talunan,negative
4597,underestimate,masyadong mababang tasa,negative
4598,underlings,underlings,negative
4599,undermine,maghukay sa ilalim,negative
4600,understand,maintindihan,positive
4601,understandable,maliwanag,positive
4602,understood,nababatid,positive
4603,understate,paghalagahan nang maliit,positive
4604,understated,understated,positive
4605,understatedly,understatedly,positive
4606,undesirable,hindi kanais-nais,negative
4607,undignified,undignified,negative
4608,undisputable,undisputable,positive
4609,undisputably,undisputably,positive
4610,undoubted,hindi pinag-aalinlanganan,positive
4611,undoubtedly,walang alinlangan,positive
4612,undue,higit sa nararapat,negative
4613,unease,unease,negative
4614,uneasily,uneasily,negative
4615,uneasiness,kabalisahan,negative
4616,uneasy,hindi makali,negative
4617,unequal,walang kaya,negative
4618,unequivocal,malinaw,positive
4619,unequivocally,unequivocally,positive
4620,unethical,walang modo,negative
4621,unexpectedly,biglaan,negative
4622,unfair,hindi tapat,negative
4623,unfairly,unfairly,negative
4624,unfaithful,hindi tapat,negative
4625,unfaithfully,unfaithfully,negative
4626,unfavorable,nakapanghihina ng loob,negative
4627,unfazed,unfazed,positive
4628,unfeeling,walang pandamdam,negative
4629,unfettered,unfettered,positive
4630,unfit,hindi bagay,negative
4631,unforgettable,hindi malimut-limot,positive
4632,unfortunate,kapus-kapalaran,negative
4633,unfortunately,sa kasamaang-palad,negative
4634,unfounded,walang batayan,negative
4635,unfriendly,hindi magiliw sa kapwa,negative
4636,ungrateful,walang utang na loob,negative
4637,ungovernable,mahirap pigilin,negative
4638,unhappily,unhappily,negative
4639,unhappiness,kamalasan,negative
4640,unhappy,malungkot,negative
4641,unilateralism,unilateralism,negative
4642,unimaginable,hindi mailarawan ng isip,negative
4643,unimaginably,unimaginably,negative
4644,unimportant,hindi mahalaga,negative
4645,unipolar,unipolar,negative
4646,unjust,hindi makatarungan,negative
4647,unjustifiable,walang patawad,negative
4648,unjustifiably,unjustifiably,negative
4649,unjustly,unjustly,negative
4650,unkind,walang awa,negative
4651,unkindly,unkindly,negative
4652,unlamentable,unlamentable,negative
4653,unlamentably,unlamentably,negative
4654,unleash,ipamalas,negative
4655,unlucky,walang kapalaran,negative
4656,unnaturally,unnaturally,negative
4657,unnerve,masiraan ng loob,negative
4658,unnerved,unnerved,negative
4659,unnerving,unnerving,negative
4660,unnervingly,unnervingly,negative
4661,unorthodox,unorthodox,negative
4662,unorthodoxy,unorthodoxy,negative
4663,unparalleled,walang kapantay,positive
4664,unpleasant,hindi kalugud-lugod,negative
4665,unpleasantries,unpleasantries,negative
4666,unpopular,hindi sikat,negative
4667,unprecedent,unprecedent,negative
4668,unprecedented,wala pang nakagagawa,negative
4669,unpretentious,hindi mapagpanggap,positive
4670,unqualified,walang pasubali,negative
4671,unquestionable,hindi mapag-aalinlanganan,positive
4672,unquestionably,unquestionably,positive
4673,unravel,makalas,negative
4674,unrealistic,hindi makatotohanang,negative
4675,unreasonable,hindi makatwiran,negative
4676,unreasonably,hindi makatwirang,negative
4677,unrelenting,walang pahinga,negative
4678,unrelentingly,unrelentingly,negative
4679,unreliability,unreliability,negative
4680,unreliable,hindi kapani-paniwala,negative
4681,unrest,pagkabagabag,negative
4682,unruly,hindi mapipigil,negative
4683,unsavory,walang lasa,negative
4684,unscrupulous,walang prinsipyo,negative
4685,unscrupulously,unscrupulously,negative
4686,unseemly,hindi bagay,negative
4687,unselfish,hindi makasarili,positive
4688,unsettle,tigatigin,negative
4689,unsettling,unsettling,negative
4690,unsettlingly,unsettlingly,negative
4691,unsophisticated,walang arte,negative
4692,unsound,wala sa mabuting kalagayan,negative
4693,unspeakable,hindi masabi,negative
4694,unspeakablely,unspeakablely,negative
4695,unsuspecting,mapagtiwala,negative
4696,untenable,hindi bagay,negative
4697,unthinkable,hindi sukat akalain,negative
4698,unthinkably,unthinkably,negative
4699,untimely,hindi panahon,negative
4700,untrue,hindi totoo,negative
4701,untrustworthy,hindi karapat-dapat sa pagtitiwala,negative
4702,untruthful,labag sa katotohanan,negative
4703,unusually,hindi karaniwang,negative
4704,unwanted,hindi kaibig-ibig,negative
4705,unwarranted,hindi sapilitan,negative
4706,unwelcome,hindi kinagigiliwan,negative
4707,unwieldy,mahirap gamitin,negative
4708,unwilling,mabigat sa kalooban,negative
4709,unwillingly,nang hindi sinasadya,negative
4710,unwillingness,unwillingness,negative
4711,unwise,hindi mabuti,negative
4712,unwisely,unwisely,negative
4713,unworkable,unworkable,negative
4714,unworthy,kahiya-hiya,negative
4715,unyielding,matigas ang ulo,negative
4716,upbeat,pagtaas,positive
4717,upbraid,pagsalitaan,negative
4718,upheaval,pagbabago,negative
4719,upheld,upheld,positive
4720,uphold,sang-ayunan,positive
4721,uplifting,uplifting,positive
4722,upliftingly,upliftingly,positive
4723,upliftment,upliftment,positive
4724,uproar,paghihiyawan,negative
4725,uproarious,nagkakagulo,negative
4726,uproariously,uproariously,negative
4727,uproarous,uproarous,negative
4728,uproarously,uproarously,negative
4729,upsetting,upsetting,negative
4730,upsettingly,upsettingly,negative
4731,upside,tuwad,positive
4732,urge,gumiit,positive
4733,urgency,pangangailangan ng madaliang pagkilos,negative
4734,usurp,mang-agaw,negative
4735,usurper,usurper,negative
4736,utmost,lalo sa lahat,positive
4737,utter,magbitiw,negative
4738,utterances,pagkakabigkas,neutral
4739,utterly,sobra sobra,negative
4740,uttermost,lalo sa lahat,positive
4741,vagrant,pagala-gala,negative
4742,vain,walang kabuluhan,negative
4743,vainly,may kahambugan,negative
4744,valiant,magiting,positive
4745,valiantly,valiantly,positive
4746,valor,lakas ng loob,positive
4747,valuable,mahalaga,positive
4748,vanquish,manlupig,positive
4749,vehement,nagngangalit,negative
4750,vehemently,vehemently,negative
4751,venerable,kagalang-galang,positive
4752,venerably,venerably,positive
4753,vengeance,nang buong lakas,negative
4754,vengeful,gustong maghiganti,negative
4755,vengefully,vengefully,negative
4756,vengefulness,vengefulness,negative
4757,venom,kamandag,negative
4758,venomous,makamandag,negative
4759,venomously,venomously,negative
4760,vent,palabasan,negative
4761,veritable,talaga,positive
4762,vestiges,vestiges,negative
4763,veto,pagbeto,negative
4764,vex,bagay na pinagtatalunan,negative
4765,vexation,pang-iinis,negative
4766,vexing,nakakayamot,negative
4767,vexingly,vexingly,negative
4768,vibrant,matunog,positive
4769,vibrantly,vibrantly,positive
4770,vice,masamang ugali,negative
4771,vicious,may masamang hangad,negative
4772,viciously,viciously,negative
4773,viciousness,kabangisan,negative
4774,victimize,pagsamantalahan,negative
4775,vie,makipag-agawan,negative
4776,view,pagtingin,neutral
4777,viewpoints,pananaw,neutral
4778,views,mga tanawin,neutral
4779,vile,mabaho,negative
4780,vileness,vileness,negative
4781,vilify,siraan ng puri,negative
4782,villainous,tampalasan,negative
4783,villainously,villainously,negative
4784,villains,villains,negative
4785,villian,villian,negative
4786,villianous,villianous,negative
4787,villianously,villianously,negative
4788,villify,villify,negative
4789,vindicate,pawalang-sala,positive
4790,vindictive,mapanghiganti,negative
4791,vindictively,vindictively,negative
4792,vindictiveness,vindictiveness,negative
4793,violate,lumabag,negative
4794,violator,tagalabag,negative
4795,virtue,kabutihan,positive
4796,virtuous,malinis,positive
4797,virtuously,virtuously,positive
4798,virulence,malaking galit,negative
4799,virulent,nagpapahayag ng galit,negative
4800,virulently,virulently,negative
4801,virus,mikrobiyo,negative
4802,visionary,pangarap lamang,positive
4803,vital,mahalaga sa buhay,positive
4804,vitality,kalakasan,positive
4805,vivacious,magaan ang katawan,positive
4806,vivid,masigla,positive
4807,vociferous,maingay,negative
4808,vociferously,vociferously,negative
4809,vouch,garantiyahan,positive
4810,vouchsafe,marapatin,positive
4811,vow,mangako nang taimtim,positive
4812,vulgar,bastos,negative
4813,vulnerable,maaaring masaktan,positive
4814,wail,tumaghoy,negative
4815,waning,Waning,negative
4816,want,gusto,positive
4817,wanton,walang puso,negative
4818,war-like,digmaan-tulad ng,negative
4819,warlike,paladigma,negative
4820,warmhearted,mabuting loob,positive
4821,warmly,mabait,positive
4822,wary,maalaga,negative
4823,warily,maingat,negative
4824,wariness,pagkamaingat,negative
4825,watchdog,asong tagapagbantay,negative
4826,wayward,naliligaw,negative
4827,weaken,mag-ato,negative
4828,weakening,pagpapahina,negative
4829,weakness,kahinaan,negative
4830,weaknesses,kahinaan,negative
4831,weariness,kapaguran,negative
4832,wearisome,nakakainip,negative
4833,weary,napapagod,negative
4834,wee,pagkaliit-liit,negative
4835,weird,kakaiba,negative
4836,weirdly,weirdly,negative
4837,welcome,mabuhay,positive
4838,well-being,kagalingan,positive
4839,well-connected,konektado ng husto,positive
4840,well-informed,maraming alam,positive
4841,well-intentioned,well-intentioned,positive
4842,well-managed,well-pinamamahalaang,positive
4843,well-received,mahusay na natanggap,positive
4844,well-regarded,mahusay na itinuturing,positive
4845,well-run,mabuting patakbo,positive
4846,well-wishers,well-wishers,positive
4847,wellbeing,kabutihan,positive
4848,wheedle,mang-ulok,negative
4849,whimper,maguungot,negative
4850,whimsical,kakatuwa,positive
4851,whine,ngulngol,negative
4852,whips,whips,negative
4853,wholeheartedly,bukas-loob,positive
4854,wholesome,mabuti sa katawan,positive
4855,wicked,masama,negative
4856,wickedly,wickedly,negative
4857,wickedness,kasamaan,negative
4858,wiles,wiles,negative
4859,will,pamanahan,positive
4860,willful,matigas ang ulo,positive
4861,willfully,kusang-loob,positive
4862,willing,payag,positive
4863,willingness,pagpayag,positive
4864,wilt,manlambot,negative
4865,wily,mapaglalang,negative
4866,wince,mapangiwi,negative
4867,wink,sa isang kisap-mata,positive
4868,winnable,winnable,positive
4869,winners,nagwagi,positive
4870,wisdom,karunungan,positive
4871,wise,matalino,positive
4872,wisely,matalino,positive
4873,wish,nais,positive
4874,wishes,bumabati,positive
4875,wishing,na nagnanais,positive
4876,witty,nakakatawa,positive
4877,woe,lungkot,negative
4878,woebegone,mukhang malungkot,negative
4879,woeful,kahabag-habag,negative
4880,woefully,woefully,negative
4881,wonder,Wonder,positive
4882,wonderful,kahanga-hanga,positive
4883,wonderfully,kamangha-mangha,positive
4884,wonderous,wonderous,positive
4885,wonderously,wonderously,positive
4886,wondrous,nakakamangha,positive
4887,woo,manligaw,positive
4888,workable,maisasagawa,positive
4889,world-famous,sikat sa mundong,positive
4890,worried,nag-aalala,negative
4891,worriedly,worriedly,negative
4892,worrier,palaging nag-aalala,negative
4893,worries,alala,negative
4894,worrisome,nakakaligalig,negative
4895,worry,mag-alala,negative
4896,worrying,nag-aalala,negative
4897,worryingly,worryingly,negative
4898,worse,mas masama,negative
4899,worsen,lalong sumama,negative
4900,worsening,worsening,negative
4901,worst,pinakamasama,negative
4902,worth,nagkakahalaga,positive
4903,worth-while,nagkakahalaga-habang,positive
4904,worthiness,pagiging karapat-dapat,positive
4905,worthless,walang kapararakan,negative
4906,worthless,walang kwenta,negative
4907,worthlessly,worthlessly,negative
4908,worthlessness,worthlessness,negative
4909,worthwhile,may halaga,positive
4910,worthy,may halaga,positive
4911,wound,sugat,negative
4912,wow,wow,positive
4913,wrangle,mag-away,negative
4914,wrath,galit,negative
4915,wrest,mang-agaw,negative
4916,wretch,walang hiya,negative
4917,wretched,isang aba,negative
4918,wretchedly,wretchedly,negative
4919,wretchedness,pagkaimbi,negative
4920,wrongly,hindi wasto,negative
4921,wry,tabingi,positive
4922,yawn,paghigab,negative
4923,yeah,oo,neutral
4924,yearn,magnasa,positive
4925,yearning,matinding paghahangad,positive
4926,yearningly,yearningly,positive
4927,yelp,atungal,negative
4928,yep,yep,positive
4929,yes,oo,positive
4930,zeal,kasigasigan,positive
4931,zealot,taong labis na masipag,negative
4932,zealous,masipag,negative
4933,zealously,masigasig,negative
